AccX [mg],AccY,AccZ,Ground Truth
-966,567,-441,0
-816,796,-219,0
-615,768,-127,0
-524,590,-102,0
-493,497,-80,0
-489,409,-68,0
-474,447,-40,0
-511,594,-20,0
-640,732,-80,0
-704,730,-93,0
-736,912,-79,0
-736,965,-60,0
-766,1006,-14,0
-775,1004,-378,0
-584,753,-473,0
-372,946,-219,0
-451,978,-161,0
-558,778,-165,0
-505,671,-118,0
-428,524,-52,0
-359,584,-75,0
-402,649,-59,0
-459,702,-67,0
-524,779,-69,0
-603,853,-128,0
-652,912,-153,0
-704,1070,-10,0
-873,1177,-299,0
-859,959,-408,0
-843,805,-252,0
-749,714,-268,0
-590,569,-154,0
-447,512,-108,0
-370,444,-83,0
-408,473,-126,0
-481,490,-103,0
-500,621,-58,0
-616,714,-30,0
-692,817,-48,0
-757,899,-199,0
-730,910,-130,0
-847,1223,-484,0
-674,823,-755,0
-491,1199,-285,0
-635,1233,-145,0
-653,753,-192,0
-466,517,-110,0
-372,358,-4,0
-243,336,-47,0
-325,394,-69,0
-436,621,-51,0
-580,757,-110,0
-821,929,-191,0
-794,1024,-157,0
-846,1156,-128,0
-914,1089,-509,0
-819,654,-521,0
-780,923,-313,0
-706,697,-281,0
-518,551,-209,0
-404,443,-154,0
-343,405,-124,0
-376,381,-142,0
-442,493,-150,0
-533,710,-159,0
-689,853,-203,0
-782,979,-244,0
-786,956,-275,0
-850,1048,-429,0
-785,786,-727,0
-492,926,-581,0
-536,1110,-435,0
-611,900,-316,0
-516,650,-228,0
-337,337,-73,0
-272,243,-30,0
-223,391,-22,0
-347,629,-113,0
-584,843,-133,0
-708,932,-224,0
-803,1045,-246,0
-871,1043,-114,0
-819,986,-355,0
-968,800,-644,0
-861,710,-462,0
-811,822,-262,0
-587,589,-208,0
-454,435,-125,0
-326,360,-97,0
-317,347,-105,0
-402,428,-97,0
-557,707,-126,0
-681,846,-125,0
-744,1007,-148,0
-801,960,-174,0
-928,1102,-205,0
-873,988,-647,0
-422,800,-443,0
-526,1173,-266,0
-646,826,-309,0
-576,649,-171,0
-368,487,-73,0
-302,345,-43,0
-277,443,-61,0
-350,529,-67,0
-512,744,-90,0
-643,824,-160,0
-760,998,-203,0
-849,1126,-139,0
-919,1295,-364,0
-878,838,-608,0
-816,781,-355,0
-777,748,-257,0
-601,562,-193,0
-442,492,-134,0
-370,437,-105,0
-302,349,-99,0
-402,452,-94,0
-499,590,-109,0
-692,714,-108,0
-801,928,-135,0
-801,972,-200,0
-815,1012,-206,0
-896,1116,-613,0
-439,807,-641,0
-366,1141,-443,0
-583,1018,-292,0
-566,673,-241,0
-353,531,-130,0
-296,439,-47,0
-276,384,-84,0
-367,504,-127,0
-499,646,-148,0
-629,875,-224,0
-822,974,-274,0
-861,1049,-202,0
-925,1104,-431,0
-1001,843,-738,0
-936,683,-551,0
-767,610,-426,0
-597,548,-228,0
-396,439,-167,0
-294,345,-138,0
-296,310,-132,0
-394,389,-196,0
-541,606,-189,0
-687,822,-174,0
-772,993,-210,0
-796,1036,-278,0
-766,1024,-261,0
-707,1142,-707,0
-752,640,-680,0
-457,1024,-474,0
-679,994,-422,0
-646,719,-250,0
-432,499,-114,0
-253,304,-78,0
-205,318,-60,0
-288,528,-66,0
-440,661,-55,0
-640,797,-145,0
-777,912,-186,0
-778,1119,-104,0
-866,1211,-142,0
-1028,1109,-614,0
-930,668,-455,0
-752,845,-201,0
-619,739,-94,0
-460,483,-12,0
-402,374,-45,0
-352,322,-23,0
-358,348,6,0
-443,590,43,0
-571,788,34,0
-687,917,-2,0
-812,1050,-98,0
-872,1034,-68,0
-950,1162,-462,0
-728,794,-645,0
-486,1093,-387,0
-638,1104,-281,0
-680,782,-201,0
-474,441,-114,0
-270,322,-37,0
-202,271,-24,0
-270,384,-10,0
-459,596,-41,0
-690,859,-116,0
-860,1079,-170,0
-832,1146,-88,0
-877,1108,-170,0
-984,909,-630,0
-900,651,-432,0
-836,848,-311,0
-703,677,-211,0
-533,431,-145,0
-385,357,-105,0
-343,323,-72,0
-392,334,-98,0
-557,521,-84,0
-669,741,-75,0
-799,887,-100,0
-825,890,-204,0
-854,925,-172,0
-985,1103,-440,0
-875,750,-718,0
-553,902,-553,0
-577,1019,-359,0
-686,784,-264,0
-588,477,-166,0
-358,375,-64,0
-248,339,-82,0
-269,366,-84,0
-412,590,-45,0
-612,862,-144,0
-749,851,-183,0
-820,1059,-226,0
-865,1173,-103,0
-988,1047,-505,0
-924,676,-665,0
-843,790,-416,0
-796,703,-290,0
-561,552,-170,0
-373,357,-80,0
-322,337,-76,0
-369,295,3,0
-445,480,-158,0
-612,618,-92,0
-795,847,-95,0
-898,993,-175,0
-924,988,-277,0
-980,1047,-531,0
-788,782,-786,0
-440,942,-435,0
-531,1017,-395,0
-622,752,-348,0
-497,437,-201,0
-357,386,-102,0
-291,370,-26,0
-325,463,-109,0
-453,575,-111,0
-584,745,-128,0
-729,846,-213,0
-808,945,-238,0
-909,1171,-116,0
-1059,1146,-467,0
-887,753,-612,0
-820,699,-394,0
-778,633,-268,0
-580,479,-142,0
-399,354,-82,0
-320,328,-92,0
-372,251,-61,0
-491,414,-112,0
-646,726,-111,0
-765,771,-98,0
-868,1008,-157,0
-947,998,-234,0
-1047,1044,-514,0
-835,790,-781,0
-434,964,-437,0
-553,1091,-349,0
-649,705,-280,0
-496,409,-189,0
-313,347,-86,0
-254,333,-45,0
-310,448,-99,0
-499,604,-91,0
-668,717,-167,0
-768,826,-222,0
-840,1090,-225,0
-945,1232,-298,0
-1044,1005,-762,0
-891,727,-588,0
-805,806,-366,0
-659,590,-219,0
-423,401,-132,0
-288,338,-108,0
-279,296,-111,0
-360,379,-115,0
-554,579,-163,0
-735,763,-148,0
-838,961,-154,0
-896,986,-254,0
-883,989,-208,0
-942,1056,-647,0
-460,917,-401,0
-611,949,-330,0
-634,646,-242,0
-438,479,-125,0
-322,312,4,0
-248,378,-45,0
-330,496,-111,0
-518,675,-130,0
-672,883,-187,0
-783,976,-251,0
-871,1048,-290,0
-932,1126,-402,0
-977,890,-723,0
-870,685,-553,0
-791,649,-346,0
-638,472,-248,0
-448,362,-181,0
-337,328,-132,0
-359,356,-130,0
-484,424,-144,0
-638,545,-169,0
-732,727,-169,0
-833,943,-189,0
-846,929,-251,0
-905,925,-245,0
-961,987,-639,0
-622,691,-643,0
-426,995,-367,0
-617,899,-332,0
-628,661,-253,0
-401,469,-143,0
-260,449,-120,0
-257,445,-126,0
-353,572,-145,0
-493,673,-152,0
-653,804,-192,0
-781,928,-296,0
-840,1071,-228,0
-1023,1200,-537,0
-996,781,-770,0
-817,711,-422,0
-738,640,-354,0
-600,450,-204,0
-432,345,-164,0
-321,330,-111,0
-340,345,-132,0
-464,474,-174,0
-621,621,-186,0
-739,774,-187,0
-842,1003,-225,0
-853,925,-270,0
-988,1113,-427,0
-877,791,-745,0
-456,811,-507,0
-442,979,-429,0
-595,814,-360,0
-538,526,-218,0
-359,419,-128,0
-275,393,-124,0
-330,468,-145,0
-493,637,-182,0
-578,729,-197,0
-662,856,-253,0
-776,960,-284,0
-860,1069,-245,0
-949,1040,-559,0
-855,728,-592,0
-800,656,-440,0
-760,657,-318,0
-596,524,-193,0
-408,397,-126,0
-353,378,-129,0
-401,353,-130,0
-521,438,-164,0
-619,600,-133,0
-768,789,-149,0
-846,935,-212,0
-896,936,-223,0
-980,1062,-288,0
-945,824,-682,0
-526,751,-529,0
-437,868,-375,0
-645,813,-333,0
-625,626,-210,0
-406,466,-137,0
-327,390,-165,0
-340,420,-152,0
-469,587,-136,0
-587,715,-130,0
-747,810,-238,0
-829,889,-309,0
-901,1125,-183,0
-1010,1072,-456,0
-923,577,-696,0
-797,574,-461,0
-711,670,-314,0
-569,642,-212,0
-386,449,-149,0
-343,395,-149,0
-415,377,-149,0
-551,451,-142,0
-665,679,-114,0
-795,776,-135,0
-890,1017,-245,0
-998,1036,-273,0
-982,1016,-577,0
-695,649,-807,0
-378,847,-504,0
-538,959,-423,0
-635,685,-310,0
-499,407,-179,0
-318,325,-138,0
-294,352,-130,0
-373,513,-154,0
-535,648,-169,0
-644,800,-223,0
-818,917,-297,0
-930,1148,-296,0
-976,1164,-309,0
-919,807,-613,0
-777,495,-636,0
-689,533,-432,0
-671,587,-314,0
-536,505,-205,0
-409,401,-156,0
-393,397,-190,0
-472,421,-172,0
-567,525,-154,0
-649,657,-116,0
-735,778,-127,0
-880,887,-221,0
-966,927,-304,0
-1059,1049,-434,0
-879,847,-662,0
-525,764,-579,0
-456,759,-435,0
-545,726,-300,0
-520,551,-191,0
-409,394,-134,0
-335,367,-142,0
-346,437,-132,0
-461,601,-135,0
-603,779,-186,0
-723,845,-224,0
-830,930,-304,0
-925,1057,-196,0
-971,1136,-352,0
-906,740,-612,0
-820,455,-546,0
-750,548,-406,0
-691,551,-292,0
-565,497,-170,0
-464,397,-131,0
-454,336,-180,0
-464,296,-163,0
-568,422,-155,0
-660,565,-104,0
-757,761,-95,0
-823,778,-176,0
-920,858,-339,0
-975,989,-251,0
-1037,1081,-515,0
-824,620,-863,0
-415,774,-702,0
-472,842,-571,0
-652,765,-435,0
-690,580,-252,0
-531,414,-184,0
-375,424,-167,0
-370,412,-186,0
-416,462,-228,0
-532,635,-307,0
-694,815,-393,0
-891,1079,-416,0
-1087,1300,-432,0
-906,1048,-462,0
-697,732,-725,0
-677,453,-952,0
-672,474,-972,0
-633,603,-746,0
-652,602,-556,0
-650,546,-421,0
-587,497,-319,0
-496,391,-282,0
-385,318,-213,0
-330,284,-197,0
-331,305,-156,0
-442,423,-161,0
-581,523,-185,0
-714,646,-225,0
-785,758,-291,0
-889,978,-322,0
-947,1125,-407,0
-979,1023,-639,0
-681,862,-582,0
-430,666,-587,0
-306,499,-522,0
-388,601,-348,0
-572,651,-354,0
-503,566,-275,0
-381,469,-241,0
-340,457,-237,0
-416,484,-242,0
-514,604,-219,0
-609,769,-290,0
-702,807,-337,0
-792,955,-421,0
-905,1085,-348,0
-983,1108,-543,0
-819,690,-691,0
-635,434,-628,0
-643,241,-499,0
-670,341,-320,0
-608,473,-279,0
-482,442,-237,0
-488,422,-235,0
-583,378,-225,0
-651,447,-237,0
-744,624,-264,0
-814,786,-267,0
-834,848,-362,0
-890,905,-400,0
-986,985,-490,0
-866,711,-746,0
-407,711,-645,0
-340,674,-507,0
-496,635,-389,0
-597,556,-288,0
-462,528,-236,0
-311,459,-211,0
-293,448,-216,0
-368,549,-220,0
-522,750,-238,0
-656,933,-285,0
-759,991,-394,0
-830,1090,-408,0
-876,1101,-557,0
-836,700,-667,0
-757,428,-625,0
-754,372,-504,0
-713,480,-334,0
-540,595,-290,0
-421,501,-225,0
-400,410,-183,0
-479,359,-204,0
-581,488,-200,0
-685,684,-228,0
-768,852,-247,0
-800,915,-323,0
-803,898,-355,0
-867,1040,-364,0
-842,798,-604,0
-564,661,-635,0
-377,681,-538,0
-508,659,-403,0
-605,663,-263,0
-549,558,-217,0
-413,434,-201,0
-343,419,-194,0
-375,506,-177,0
-482,696,-176,0
-580,883,-233,0
-647,945,-306,0
-734,1038,-370,0
-822,1093,-362,0
-891,989,-519,0
-806,700,-586,0
-718,449,-556,0
-688,394,-439,0
-640,486,-282,0
-522,540,-236,0
-439,531,-189,0
-485,458,-179,0
-552,443,-204,0
-645,552,-219,0
-717,722,-221,0
-758,842,-262,0
-779,928,-332,0
-825,987,-310,0
-916,1036,-508,0
-724,737,-654,0
-391,717,-612,0
-405,627,-494,0
-581,635,-341,0
-609,646,-234,0
-435,547,-201,0
-320,462,-207,0
-320,451,-198,0
-429,566,-200,0
-547,772,-217,0
-612,936,-257,0
-682,1041,-327,0
-749,1064,-313,0
-845,1103,-372,0
-845,861,-520,0
-735,638,-517,0
-691,424,-506,0
-703,374,-384,0
-638,501,-259,0
-507,542,-173,0
-506,475,-169,0
-570,489,-169,0
-640,573,-160,0
-716,710,-148,0
-776,844,-183,0
-790,929,-270,0
-852,988,-242,0
-969,1101,-315,0
-799,808,-516,0
-442,751,-512,0
-293,653,-471,0
-405,622,-319,0
-599,642,-238,0
-580,603,-208,0
-445,550,-203,0
-378,543,-195,0
-410,579,-180,0
-492,663,-152,0
-572,814,-179,0
-630,914,-231,0
-734,967,-311,0
-795,1044,-217,0
-917,1100,-323,0
-838,836,-519,0
-694,543,-525,0
-637,473,-453,0
-612,530,-266,0
-568,624,-207,0
-485,597,-165,0
-465,499,-168,0
-511,417,-181,0
-562,474,-150,0
-621,610,-117,0
-695,822,-112,0
-765,930,-196,0
-807,1001,-254,0
-877,1004,-206,0
-964,1018,-354,0
-692,794,-444,0
-410,718,-466,0
-370,613,-364,0
-498,597,-231,0
-585,617,-178,0
-512,551,-153,0
-418,527,-171,0
-401,533,-170,0
-480,639,-153,0
-565,788,-127,0
-643,908,-167,0
-755,902,-267,0
-807,940,-238,0
-863,1069,-186,0
-874,1002,-383,0
-820,712,-468,0
-726,477,-473,0
-695,389,-391,0
-628,487,-229,0
-523,575,-165,0
-470,562,-133,0
-511,474,-145,0
-575,432,-187,0
-640,505,-153,0
-732,704,-120,0
-803,835,-133,0
-826,860,-260,0
-870,906,-257,0
-913,1119,-211,0
-867,863,-440,0
-552,756,-524,0
-379,649,-484,0
-450,635,-305,0
-587,620,-223,0
-560,572,-185,0
-434,499,-175,0
-395,473,-206,0
-444,552,-177,0
-533,684,-137,0
-635,811,-136,0
-770,913,-228,0
-887,913,-317,0
-882,1006,-203,0
-947,1031,-396,0
-844,709,-489,0
-730,508,-473,0
-707,399,-427,0
-653,515,-248,0
-502,612,-166,0
-441,560,-112,0
-458,457,-114,0
-551,390,-173,0
-627,488,-168,0
-708,674,-137,0
-790,822,-136,0
-829,885,-211,0
-856,884,-277,0
-933,1007,-300,0
-914,965,-469,0
-618,850,-492,0
-411,663,-485,0
-423,556,-362,0
-535,579,-214,0
-546,566,-161,0
-491,505,-162,0
-442,470,-169,0
-498,566,-135,0
-567,710,-90,0
-669,847,-82,0
-764,884,-191,0
-835,878,-213,0
-831,951,-116,0
-888,902,-355,0
-886,671,-449,0
-812,556,-414,0
-713,531,-334,0
-644,557,-224,0
-535,558,-214,0
-479,586,-177,0
-497,513,-180,0
-526,472,-165,0
-571,553,-164,0
-638,679,-159,0
-673,744,-114,0
-730,752,-216,0
-785,769,-290,0
-874,956,-264,0
-949,1040,-438,0
-783,760,-581,0
-513,749,-561,0
-423,602,-443,0
-538,581,-300,0
-622,546,-267,0
-536,539,-227,0
-433,513,-246,0
-432,526,-241,0
-482,607,-193,0
-552,726,-183,0
-636,827,-200,0
-736,859,-276,0
-798,898,-305,0
-835,969,-277,0
-912,857,-570,0
-862,538,-641,0
-767,537,-448,0
-725,594,-355,0
-617,569,-278,0
-486,539,-242,0
-480,477,-224,0
-470,434,-195,0
-471,502,-174,0
-490,637,-156,0
-575,730,-162,0
-645,800,-229,0
-762,814,-314,0
-902,1037,-370,0
-912,881,-709,0
-683,696,-698,0
-518,800,-523,0
-596,775,-425,0
-679,750,-326,0
-602,635,-289,0
-447,494,-256,0
-405,486,-219,0
-431,498,-178,0
-470,589,-140,0
-512,684,-131,0
-575,841,-222,0
-660,928,-247,0
-677,1004,-215,0
-733,1003,-264,0
-753,876,-521,0
-698,619,-557,0
-694,784,-437,0
-759,785,-372,0
-675,778,-333,0
-546,634,-282,0
-474,484,-255,0
-434,433,-257,0
-471,490,-293,0
-553,652,-353,0
-698,819,-356,0
-786,1019,-260,0
-820,879,-316,0
-721,637,-379,0
-550,615,-342,0
-453,620,-357,0
-458,623,-275,0
-499,694,-290,0
-516,762,-292,0
-592,831,-339,0
-592,902,-326,0
-531,815,-300,0
-486,689,-283,0
-503,634,-273,0
-553,717,-300,0
-595,855,-344,0
-609,866,-339,0
-627,825,-262,0
-592,730,-252,0
-533,633,-269,0
-524,625,-266,0
-577,714,-257,0
-630,783,-236,0
-627,814,-240,0
-582,771,-247,0
-542,720,-240,0
-553,712,-232,0
-594,726,-222,0
-623,755,-231,0
-632,756,-232,0
-640,737,-232,0
-624,717,-241,0
-615,730,-236,0
-610,744,-231,0
-604,760,-233,0
-599,738,-242,0
-600,720,-246,0
-602,731,-240,0
-611,741,-231,0
-617,741,-228,0
-619,746,-239,0
-613,724,-237,0
-606,732,-232,0
-602,730,-232,0
-605,727,-229,0
-615,734,-250,0
-618,736,-257,0
-611,745,-265,0
-606,749,-254,0
-608,753,-238,0
-600,746,-227,0
-606,725,-227,0
-625,723,-233,0
-637,710,-247,0
-639,710,-252,0
-624,723,-245,0
-611,724,-227,0
-611,727,-243,0
-619,724,-241,0
-634,712,-246,0
-646,706,-245,0
-638,705,-230,0
-628,701,-236,0
-633,709,-231,0
-643,705,-259,0
-642,726,-266,0
-626,722,-262,0
-614,714,-249,0
-618,691,-253,0
-657,660,-281,0
-687,653,-280,0
-675,667,-278,0
-631,699,-259,0
-568,720,-244,0
-540,749,-231,0
-538,758,-218,0
-568,785,-227,0
-621,754,-262,0
-659,667,-335,0
-688,650,-334,0
-664,633,-327,0
-615,726,-284,0
-638,691,-293,0
-663,742,-338,0
-687,757,-342,0
-710,686,-347,0
-693,700,-329,0
-602,699,-319,0
-541,728,-311,0
-546,759,-254,0
-611,722,-292,0
-670,708,-487,0
-484,612,-396,0
-434,851,-321,0
-489,951,-255,0
-541,746,-276,0
-550,794,-289,0
-514,727,-246,0
-517,768,-221,0
-577,840,-204,0
-657,826,-207,0
-676,763,-192,0
-630,737,-173,0
-544,717,-162,0
-505,718,-186,0
-530,724,-187,0
-584,757,-187,0
-645,750,-193,0
-686,763,-207,0
-671,777,-215,0
-643,747,-202,0
-620,756,-180,0
-632,798,-193,0
-667,775,-288,0
-658,766,-301,0
-585,717,-206,0
-561,691,-206,0
-549,701,-209,0
-568,743,-230,0
-644,819,-167,0
-655,775,-161,0
-616,728,-218,0
-607,671,-204,0
-612,717,-177,0
-658,758,-186,0
-705,758,-191,0
-730,726,-227,0
-755,769,-248,0
-745,866,-290,0
-694,976,-327,0
-730,1183,-378,0
-668,1048,-323,0
-456,829,-310,0
-306,622,-321,0
-240,654,-286,0
-252,750,-201,0
-402,866,-191,0
-515,921,-182,0
-504,927,-214,0
-418,817,-216,0
-362,738,-152,0
-330,724,-130,0
-339,733,-82,0
-365,705,-109,0
-388,696,-117,0
-363,728,-108,0
-368,789,-111,0
-391,855,-92,0
-433,892,-123,0
-437,954,-148,0
-433,1040,-147,0
-466,1076,-166,0
-602,1046,-396,0
-734,822,-435,0
-704,733,-391,0
-695,589,-414,0
-669,578,-341,0
-612,677,-299,0
-536,665,-225,0
-533,623,-189,0
-527,550,-193,0
-555,561,-209,0
-620,683,-215,0
-657,758,-213,0
-673,792,-210,0
-687,791,-217,0
-673,719,-178,0
-679,718,-149,0
-735,724,-131,0
-887,700,-215,0
-1033,751,-371,0
-901,759,-416,0
-668,657,-459,0
-428,518,-450,0
-339,525,-380,0
-443,609,-320,0
-578,697,-301,0
-619,745,-308,0
-550,739,-347,0
-500,680,-327,0
-500,711,-283,0
-500,754,-263,0
-506,777,-276,0
-521,838,-333,0
-546,876,-345,0
-557,916,-307,0
-668,924,-304,0
-803,891,-512,0
-707,559,-452,0
-682,473,-398,0
-633,487,-368,0
-551,546,-285,0
-533,625,-318,0
-546,610,-293,0
-604,588,-318,0
-642,531,-339,0
-718,647,-372,0
-793,798,-400,0
-807,945,-438,0
-796,1112,-485,0
-798,1011,-514,0
-760,806,-674,0
-521,620,-764,0
-315,757,-624,0
-302,831,-498,0
-441,706,-445,0
-509,554,-405,0
-436,525,-338,0
-355,529,-301,0
-381,587,-319,0
-480,706,-346,0
-582,810,-389,0
-688,888,-428,0
-699,908,-450,0
-765,893,-575,0
-737,678,-656,0
-673,436,-547,0
-643,522,-382,0
-558,538,-265,0
-443,500,-282,0
-408,457,-249,0
-465,453,-247,0
-527,477,-272,0
-655,568,-302,0
-710,698,-352,0
-774,843,-416,0
-782,962,-447,0
-820,957,-552,0
-765,866,-711,0
-513,745,-656,0
-334,782,-562,0
-295,759,-440,0
-360,640,-391,0
-430,576,-365,0
-392,586,-328,0
-372,604,-320,0
-385,621,-300,0
-457,707,-331,0
-569,803,-378,0
-661,906,-428,0
-718,892,-478,0
-780,946,-622,0
-758,645,-661,0
-676,450,-571,0
-643,484,-411,0
-571,570,-344,0
-508,583,-339,0
-460,518,-277,0
-521,482,-277,0
-561,492,-286,0
-609,610,-358,0
-672,744,-462,0
-730,877,-484,0
-773,998,-543,0
-668,769,-698,0
-448,635,-671,0
-299,770,-523,0
-370,818,-432,0
-491,641,-404,0
-483,552,-366,0
-371,529,-303,0
-323,590,-287,0
-343,649,-299,0
-417,730,-311,0
-529,831,-391,0
-664,898,-497,0
-734,1002,-513,0
-804,933,-637,0
-748,606,-697,0
-691,429,-635,0
-698,479,-456,0
-596,579,-362,0
-492,528,-378,0
-436,488,-291,0
-489,471,-281,0
-543,510,-307,0
-605,592,-347,0
-670,744,-439,0
-747,822,-513,0
-743,916,-575,0
-670,806,-739,0
-463,733,-737,0
-312,783,-594,0
-367,780,-514,0
-449,586,-425,0
-440,503,-387,0
-350,505,-352,0
-308,508,-317,0
-369,608,-358,0
-461,692,-382,0
-528,855,-471,0
-652,976,-581,0
-678,1015,-558,0
-680,878,-700,0
-635,579,-731,0
-584,448,-655,0
-620,497,-463,0
-596,644,-337,0
-508,622,-323,0
-402,462,-276,0
-339,360,-261,0
-359,329,-230,0
-430,422,-221,0
-550,553,-248,0
-681,712,-284,0
-749,820,-334,0
-726,865,-380,0
-710,849,-373,0
-745,848,-527,0
-582,818,-503,0
-408,929,-488,0
-215,705,-477,0
-99,681,-463,0
-182,725,-466,0
-383,767,-515,0
-388,825,-480,0
-270,803,-428,0
-250,700,-389,0
-333,716,-419,0
-461,741,-440,0
-525,859,-482,0
-563,982,-481,0
-630,988,-517,0
-672,830,-806,0
-499,517,-636,0
-404,640,-535,0
-400,709,-448,0
-390,666,-341,0
-469,564,-343,0
-518,410,-374,0
-552,403,-352,0
-631,569,-311,0
-697,766,-311,0
-669,862,-355,0
-677,860,-427,0
-730,855,-539,0
-785,974,-597,0
-760,1058,-640,0
-639,727,-836,0
-345,500,-894,0
-137,623,-861,0
-179,737,-802,0
-293,719,-756,0
-331,657,-664,0
-242,624,-533,0
-166,556,-477,0
-159,498,-454,0
-261,542,-469,0
-375,599,-489,0
-463,798,-532,0
-513,931,-539,0
-554,967,-560,0
-600,848,-607,0
-683,770,-720,0
-765,628,-785,0
-752,546,-688,0
-642,487,-593,0
-589,469,-461,0
-546,485,-402,0
-486,479,-363,0
-414,394,-322,0
-405,409,-303,0
-477,445,-337,0
-519,531,-377,0
-598,707,-420,0
-675,803,-473,0
-756,906,-519,0
-803,920,-601,0
-784,913,-826,0
-578,714,-802,0
-381,681,-689,0
-290,671,-597,0
-321,646,-471,0
-414,523,-418,0
-429,515,-396,0
-386,461,-412,0
-380,487,-394,0
-441,628,-448,0
-522,714,-490,0
-591,847,-557,0
-672,841,-597,0
-748,843,-836,0
-761,506,-885,0
-751,455,-669,0
-685,545,-504,0
-502,453,-456,0
-313,335,-397,0
-272,341,-317,0
-392,422,-300,0
-502,541,-384,0
-597,672,-458,0
-738,846,-607,0
-811,933,-706,0
-700,934,-833,0
-499,762,-912,0
-332,692,-753,0
-309,744,-645,0
-359,645,-519,0
-404,513,-432,0
-380,422,-376,0
-308,443,-318,0
-308,503,-348,0
-378,589,-376,0
-500,695,-450,0
-641,783,-561,0
-734,875,-624,0
-800,934,-687,0
-775,781,-765,0
-707,465,-718,0
-707,356,-664,0
-665,406,-486,0
-513,440,-402,0
-443,451,-356,0
-436,415,-323,0
-512,481,-370,0
-552,563,-450,0
-660,719,-543,0
-748,823,-631,0
-699,941,-631,0
-537,804,-816,0
-359,653,-813,0
-285,738,-637,0
-460,609,-462,0
-453,518,-443,0
-404,469,-389,0
-428,532,-393,0
-475,597,-429,0
-564,705,-495,0
-628,761,-530,0
-714,784,-595,0
-781,717,-799,0
-808,428,-837,0
-781,407,-643,0
-711,493,-432,0
-516,471,-384,0
-386,383,-346,0
-373,348,-292,0
-428,421,-318,0
-547,502,-367,0
-724,709,-443,0
-805,831,-534,0
-798,904,-617,0
-798,915,-772,0
-605,696,-846,0
-386,716,-704,0
-285,730,-564,0
-355,693,-477,0
-454,479,-460,0
-455,446,-437,0
-362,461,-374,0
-335,543,-339,0
-410,608,-391,0
-483,673,-453,0
-567,797,-536,0
-631,810,-553,0
-688,841,-649,0
-683,745,-813,0
-710,653,-802,0
-672,645,-629,0
-651,602,-469,0
-561,555,-382,0
-447,435,-304,0
-391,350,-249,0
-365,324,-246,0
-378,329,-227,0
-444,446,-263,0
-513,574,-266,0
-671,726,-323,0
-764,840,-374,0
-722,881,-410,0
-672,804,-428,0
-678,717,-526,0
-658,780,-590,0
-517,990,-547,0
-260,878,-551,0
-103,719,-548,0
-147,681,-529,0
-339,689,-512,0
-425,709,-497,0
-334,740,-446,0
-295,663,-419,0
-322,600,-425,0
-422,674,-423,0
-512,758,-425,0
-563,848,-454,0
-610,922,-494,0
-665,1019,-479,0
-721,920,-627,0
-603,636,-750,0
-500,433,-638,0
-482,508,-548,0
-538,658,-417,0
-546,704,-369,0
-523,648,-368,0
