AccX [mg],AccY,AccZ,Ground Truth
-522,490,-366,0
-498,434,-332,0
-565,449,-305,0
-721,586,-249,0
-799,805,-322,0
-761,849,-375,0
-734,1019,-447,0
-740,1064,-488,0
-759,1030,-596,0
-630,825,-831,0
-388,701,-914,0
-304,745,-786,0
-370,788,-638,0
-432,638,-545,0
-414,525,-466,0
-360,444,-381,0
-322,456,-349,0
-367,540,-370,0
-495,695,-449,0
-654,794,-574,0
-709,832,-595,0
-753,821,-621,0
-761,595,-765,0
-725,438,-588,0
-687,557,-437,0
-585,581,-351,0
-433,488,-292,0
-388,377,-268,0
-388,292,-259,0
-453,386,-274,0
-608,619,-374,0
-755,820,-488,0
-875,1130,-609,0
-776,1052,-556,0
-690,822,-722,0
-487,631,-703,0
-346,633,-620,0
-342,709,-548,0
-391,687,-453,0
-462,597,-439,0
-434,533,-399,0
-393,533,-369,0
-383,567,-340,0
-477,626,-370,0
-574,687,-456,0
-647,772,-538,0
-742,844,-567,0
-817,879,-717,0
-784,602,-712,0
-742,432,-599,0
-703,409,-493,0
-612,436,-394,0
-510,413,-376,0
-431,441,-340,0
-445,458,-319,0
-501,566,-374,0
-623,677,-451,0
-693,761,-532,0
-742,880,-584,0
-704,909,-677,0
-539,734,-870,0
-367,783,-748,0
-342,805,-549,0
-420,676,-445,0
-455,453,-412,0
-393,367,-386,0
-321,426,-330,0
-351,571,-341,0
-446,642,-374,0
-526,710,-419,0
-625,790,-537,0
-712,874,-565,0
-802,945,-632,0
-756,779,-740,0
-732,495,-688,0
-711,480,-589,0
-638,512,-431,0
-527,562,-387,0
-449,484,-332,0
-437,445,-297,0
-448,415,-274,0
-510,485,-318,0
-632,674,-409,0
-728,785,-518,0
-850,961,-593,0
-828,951,-687,0
-594,784,-756,0
-387,687,-662,0
-311,703,-559,0
-338,718,-466,0
-428,598,-421,0
-437,499,-391,0
-377,479,-335,0
-368,525,-328,0
-412,635,-351,0
-494,720,-371,0
-593,778,-470,0
-672,848,-518,0
-705,907,-589,0
-743,919,-738,0
-655,623,-721,0
-589,440,-653,0
-562,468,-479,0
-498,528,-369,0
-454,495,-388,0
-450,525,-342,0
-499,516,-363,0
-539,505,-352,0
-621,614,-397,0
-704,686,-482,0
-775,847,-574,0
-756,890,-650,0
-643,905,-749,0
-396,759,-698,0
-280,786,-560,0
-299,747,-500,0
-394,643,-472,0
-403,536,-411,0
-332,486,-368,0
-271,468,-303,0
-270,480,-299,0
-342,532,-289,0
-407,639,-366,0
-537,840,-447,0
-627,1039,-502,0
-746,1180,-541,0
-731,1153,-596,0
-696,887,-720,0
-657,645,-793,0
-561,521,-735,0
-531,477,-522,0
-533,581,-353,0
-529,597,-360,0
-470,484,-295,0
-437,381,-277,0
-407,300,-219,0
-379,300,-189,0
-436,420,-212,0
-563,600,-255,0
-728,804,-360,0
-770,936,-428,0
-760,1053,-449,0
-783,1005,-400,0
-781,926,-506,0
-597,739,-666,0
-303,771,-540,0
-178,787,-471,0
-191,729,-399,0
-357,655,-354,0
-484,636,-317,0
-465,638,-270,0
-393,625,-248,0
-355,583,-232,0
-371,649,-234,0
-425,790,-218,0
-498,904,-212,0
-576,950,-277,0
-620,942,-321,0
-601,992,-363,0
-665,1135,-323,0
-789,1096,-442,0
-724,807,-574,0
-562,460,-551,0
-437,352,-406,0
-428,491,-184,0
-476,579,-180,0
-471,648,-226,0
-516,643,-233,0
-566,593,-231,0
-584,619,-201,0
-598,708,-188,0
-612,803,-182,0
-606,844,-246,0
-617,913,-341,0
-701,1022,-435,0
-785,1180,-576,0
-592,1002,-683,0
-363,792,-595,0
-294,650,-502,0
-362,597,-342,0
-461,541,-314,0
-441,528,-260,0
-355,585,-240,0
-314,561,-226,0
-342,640,-234,0
-423,781,-244,0
-544,943,-310,0
-679,1067,-369,0
-753,1077,-362,0
-803,1101,-491,0
-749,798,-636,0
-645,530,-557,0
-641,491,-518,0
-586,555,-373,0
-495,644,-294,0
-448,598,-247,0
-457,463,-207,0
-506,375,-226,0
-553,428,-258,0
-612,652,-308,0
-676,841,-298,0
-717,964,-357,0
-676,960,-430,0
-645,913,-382,0
-733,965,-547,0
-701,688,-782,0
-424,698,-642,0
-345,705,-533,0
-381,670,-396,0
-511,682,-367,0
-513,610,-320,0
-413,598,-275,0
-351,583,-252,0
-355,607,-220,0
-434,719,-209,0
-512,823,-248,0
-593,887,-300,0
-660,944,-349,0
-714,1005,-322,0
-827,1051,-522,0
-733,794,-527,0
-645,539,-464,0
-615,422,-415,0
-583,510,-263,0
-522,628,-278,0
-460,645,-260,0
-503,619,-256,0
-536,542,-264,0
-594,652,-260,0
-663,762,-252,0
-690,885,-306,0
-683,945,-357,0
-707,929,-361,0
-729,857,-576,0
-550,717,-616,0
-363,752,-518,0
-331,787,-403,0
-437,804,-375,0
-516,714,-349,0
-494,641,-302,0
-432,640,-274,0
-397,655,-245,0
-423,694,-221,0
-438,745,-242,0
-458,829,-268,0
-510,905,-273,0
-550,892,-288,0
-616,871,-352,0
-692,881,-459,0
-622,962,-458,0
-574,856,-400,0
-586,693,-416,0
-535,598,-385,0
-495,642,-357,0
-455,695,-329,0
-461,658,-343,0
-505,616,-371,0
-567,655,-414,0
-610,746,-432,0
-589,828,-399,0
-561,772,-362,0
-569,688,-343,0
-615,636,-362,0
-635,642,-356,0
-638,670,-352,0
-621,684,-372,0
-597,684,-374,0
-591,710,-370,0
-596,746,-363,0
-592,785,-350,0
-567,786,-340,0
-572,754,-325,0
-588,727,-321,0
-606,710,-314,0
-620,745,-291,0
-626,785,-262,0
-602,777,-265,0
-563,721,-272,0
-514,665,-275,0
-486,653,-276,0
-494,731,-260,0
-527,843,-266,0
-541,891,-266,0
-536,879,-261,0
-511,787,-252,0
-488,706,-244,0
-495,697,-242,0
-533,726,-269,0
-571,770,-302,0
-580,783,-324,0
-576,762,-334,0
-572,755,-342,0
-563,746,-334,0
-598,771,-392,0
-628,686,-427,0
-641,575,-332,0
-682,551,-357,0
-677,607,-388,0
-619,688,-424,0
-636,773,-345,0
-697,732,-307,0
-732,622,-329,0
-695,536,-372,0
-657,579,-385,0
-632,667,-353,0
-622,714,-328,0
-628,719,-332,0
-665,680,-343,0
-688,654,-335,0
-688,634,-308,0
-737,654,-389,0
-652,582,-428,0
-550,629,-400,0
-489,663,-377,0
-487,734,-386,0
-593,828,-395,0
-648,846,-351,0
-597,799,-300,0
-540,712,-274,0
-501,640,-243,0
-503,640,-228,0
-550,702,-218,0
-606,788,-218,0
-613,816,-242,0
-587,765,-256,0
-557,741,-266,0
-561,787,-253,0
-637,854,-251,0
-793,872,-399,0
-873,800,-520,0
-764,761,-387,0
-627,541,-342,0
-586,394,-360,0
-601,329,-359,0
-598,479,-330,0
-617,630,-296,0
-658,724,-270,0
-672,665,-298,0
-630,613,-311,0
-631,650,-264,0
-640,736,-244,0
-636,799,-253,0
-648,845,-275,0
-700,862,-265,0
-771,853,-304,0
-806,858,-483,0
-668,697,-465,0
-563,645,-497,0
-430,576,-443,0
-406,654,-337,0
-462,703,-304,0
-516,686,-263,0
-530,685,-263,0
-519,618,-266,0
-526,631,-239,0
-519,705,-197,0
-526,794,-223,0
-555,851,-257,0
-638,859,-262,0
-689,862,-275,0
-731,920,-231,0
-819,964,-410,0
-769,847,-581,0
-599,610,-398,0
-554,448,-322,0
-515,406,-280,0
-489,453,-273,0
-531,498,-306,0
-653,683,-269,0
-775,750,-278,0
-756,688,-284,0
-682,601,-255,0
-640,570,-225,0
-624,622,-239,0
-646,695,-290,0
-707,838,-331,0
-763,958,-307,0
-849,1020,-447,0
-764,768,-594,0
-560,654,-507,0
-421,609,-474,0
-396,562,-371,0
-508,610,-333,0
-568,633,-295,0
-560,663,-298,0
-514,645,-319,0
-484,641,-298,0
-492,691,-299,0
-501,741,-265,0
-535,821,-271,0
-587,819,-281,0
-632,804,-300,0
-680,791,-320,0
-731,871,-311,0
-801,924,-430,0
-722,848,-538,0
-577,600,-419,0
-565,435,-389,0
-559,415,-333,0
-551,542,-291,0
-543,636,-333,0
-595,711,-322,0
-636,691,-324,0
-650,653,-311,0
-633,651,-281,0
-622,643,-235,0
-641,661,-284,0
-661,684,-318,0
-707,723,-332,0
-725,828,-288,0
-718,900,-287,0
-762,924,-485,0
-661,746,-507,0
-517,612,-429,0
-466,566,-414,0
-500,565,-332,0
-593,595,-291,0
-667,653,-283,0
-658,688,-297,0
-611,667,-297,0
-579,636,-271,0
-559,662,-254,0
-562,709,-246,0
-600,766,-261,0
-622,746,-275,0
-681,740,-298,0
-708,717,-284,0
-681,747,-245,0
-688,771,-204,0
-826,732,-386,0
-911,651,-501,0
-775,648,-400,0
-674,569,-390,0
-624,465,-419,0
-620,385,-449,0
-639,432,-490,0
-688,595,-500,0
-700,705,-506,0
-687,710,-500,0
-675,636,-471,0
-656,555,-474,0
-635,542,-465,0
-629,597,-459,0
-631,640,-440,0
-612,670,-443,0
-596,688,-407,0
-585,704,-352,0
-586,712,-312,0
-567,689,-292,0
-551,640,-290,0
-520,687,-316,0
-537,784,-413,0
-429,840,-438,0
-420,894,-345,0
-502,857,-368,0
-588,785,-365,0
-639,791,-325,0
-649,764,-288,0
-600,700,-282,0
-567,659,-283,0
-552,629,-273,0
-557,665,-255,0
-547,729,-248,0
-547,805,-242,0
-564,838,-254,0
-600,835,-311,0
-630,808,-320,0
-666,824,-285,0
-763,829,-367,0
-848,801,-443,0
-752,786,-434,0
-615,685,-373,0
-561,429,-350,0
-553,341,-341,0
-567,406,-319,0
-593,550,-288,0
-635,718,-259,0
-677,749,-269,0
-672,688,-338,0
-622,605,-335,0
-613,625,-278,0
-637,680,-243,0
-669,730,-239,0
-692,718,-283,0
-712,697,-299,0
-722,711,-308,0
-740,774,-294,0
-795,836,-345,0
-828,828,-502,0
-647,684,-527,0
-460,550,-460,0
-394,543,-430,0
-424,582,-370,0
-593,624,-360,0
-713,715,-354,0
-678,760,-331,0
-577,668,-321,0
-516,605,-286,0
-503,628,-242,0
-510,717,-198,0
-536,796,-205,0
-573,802,-271,0
-641,789,-308,0
-681,770,-356,0
-675,782,-285,0
-742,854,-233,0
-821,898,-398,0
-738,788,-506,0
-594,601,-387,0
-548,454,-335,0
-543,394,-319,0
-551,468,-328,0
-582,609,-361,0
-637,753,-327,0
-673,805,-288,0
-646,695,-292,0
-612,581,-297,0
-608,573,-261,0
-631,642,-257,0
-644,716,-275,0
-670,748,-326,0
-706,762,-344,0
-722,808,-313,0
-742,839,-294,0
-752,839,-377,0
-716,744,-515,0
-544,592,-535,0
-407,560,-436,0
-548,633,-357,0
-701,702,-336,0
-691,700,-338,0
-600,644,-329,0
-521,596,-305,0
-493,605,-283,0
-504,673,-260,0
-535,759,-232,0
-575,812,-262,0
-605,796,-293,0
-653,762,-336,0
-678,755,-329,0
-694,796,-281,0
-776,862,-357,0
-800,884,-521,0
-657,688,-460,0
-566,494,-380,0
-550,399,-337,0
-542,421,-305,0
-567,559,-320,0
-618,691,-347,0
-643,824,-308,0
-639,787,-314,0
-616,654,-304,0
-594,594,-270,0
-616,619,-257,0
-641,653,-270,0
-662,705,-304,0
-683,728,-329,0
-690,743,-313,0
-697,754,-294,0
-737,777,-348,0
-786,799,-471,0
-702,756,-563,0
-541,581,-444,0
-499,538,-448,0
-487,503,-425,0
-593,563,-361,0
-750,647,-357,0
-777,676,-367,0
-677,635,-369,0
-621,562,-356,0
-611,548,-321,0
-623,576,-313,0
-638,643,-331,0
-655,684,-360,0
-670,681,-379,0
-693,681,-385,0
-708,689,-377,0
-702,685,-357,0
-697,680,-334,0
-688,661,-343,0
-741,665,-496,0
-737,606,-514,0
-659,587,-410,0
-587,505,-366,0
-555,409,-358,0
-566,345,-444,0
-658,378,-495,0
-810,571,-527,0
-857,739,-532,0
-768,746,-495,0
-675,630,-464,0
-640,524,-437,0
-624,520,-434,0
-630,602,-428,0
-637,682,-415,0
-625,716,-390,0
-604,689,-371,0
-588,646,-351,0
-606,629,-334,0
-645,623,-334,0
-680,613,-343,0
-677,621,-350,0
-673,640,-342,0
-681,665,-334,0
-729,708,-370,0
-707,732,-372,0
-699,712,-400,0
-704,646,-453,0
-676,559,-467,0
-596,565,-467,0
-497,577,-473,0
-453,649,-454,0
-500,727,-426,0
-554,735,-412,0
-549,691,-408,0
-529,622,-398,0
-536,614,-393,0
-574,649,-385,0
-600,717,-386,0
-613,744,-389,0
-596,732,-383,0
-585,712,-372,0
-600,709,-347,0
-609,723,-346,0
-607,724,-366,0
-606,746,-377,0
-621,769,-345,0
-709,805,-387,0
-807,791,-516,0
-767,725,-532,0
-599,644,-390,0
-507,498,-304,0
-522,362,-320,0
-611,319,-365,0
-721,476,-338,0
-758,680,-353,0
-679,793,-289,0
-634,697,-287,0
-629,538,-289,0
-651,478,-280,0
-718,563,-277,0
-767,675,-284,0
-743,755,-341,0
-692,722,-368,0
-696,728,-358,0
-734,734,-370,0
-810,770,-537,0
-770,716,-638,0
-664,626,-512,0
-580,587,-477,0
-450,464,-453,0
-392,482,-472,0
-446,567,-407,0
-610,669,-397,0
-707,774,-378,0
-683,690,-378,0
-645,575,-395,0
-597,525,-350,0
-586,577,-321,0
-620,663,-313,0
-671,721,-329,0
-707,718,-347,0
-721,679,-361,0
-705,684,-372,0
-658,704,-336,0
-624,723,-307,0
-710,702,-439,0
-790,568,-480,0
-815,613,-468,0
-733,583,-457,0
-630,422,-411,0
-592,312,-430,0
-628,329,-461,0
-694,425,-471,0
-774,574,-470,0
-808,652,-474,0
-775,630,-495,0
-744,499,-506,0
-722,423,-511,0
-714,436,-517,0
-714,511,-485,0
-716,575,-455,0
-696,593,-430,0
-686,565,-405,0
-672,532,-396,0
-678,500,-404,0
-747,551,-467,0
-727,709,-559,0
-627,642,-454,0
-651,632,-484,0
-585,499,-528,0
-525,511,-554,0
-538,618,-517,0
-604,707,-429,0
-604,698,-407,0
-590,606,-429,0
-583,576,-432,0
-602,610,-422,0
-610,655,-415,0
-598,706,-409,0
-573,712,-399,0
-563,712,-368,0
-571,714,-332,0
-601,753,-300,0
-618,768,-298,0
-634,753,-301,0
-674,728,-292,0
-725,758,-285,0
-787,793,-279,0
-852,798,-373,0
-825,740,-491,0
-677,539,-461,0
-597,421,-450,0
-525,379,-406,0
-473,535,-352,0
-462,722,-354,0
-497,820,-347,0
-529,888,-289,0
-576,798,-296,0
-580,653,-298,0
-566,616,-297,0
-570,630,-295,0
-594,682,-296,0
-645,726,-308,0
-672,773,-300,0
-665,750,-288,0
-646,693,-282,0
-645,665,-287,0
-658,693,-276,0
-715,732,-316,0
-751,804,-427,0
-667,856,-468,0
-529,826,-453,0
-436,683,-401,0
-364,601,-396,0
-361,589,-411,0
-438,650,-400,0
-512,792,-403,0
-505,895,-415,0
-459,837,-422,0
-442,726,-423,0
-431,686,-411,0
-444,724,-405,0
-458,776,-397,0
-481,801,-407,0
-491,770,-417,0
-507,747,-393,0
-515,736,-374,0
-517,741,-368,0
-504,767,-369,0
-500,776,-375,0
-496,780,-367,0
-506,776,-360,0
-519,746,-362,0
-534,731,-365,0
-536,721,-369,0
-541,721,-377,0
-537,736,-383,0
-545,738,-380,0
-537,746,-378,0
-539,733,-387,0
-544,727,-382,0
-546,714,-383,0
-550,728,-383,0
-555,715,-392,0
-566,706,-389,0
-565,722,-385,0
-572,707,-372,0
-569,708,-387,0
-568,695,-383,0
-563,698,-381,0
-569,710,-380,0
-577,708,-383,0
-588,698,-384,0
-586,698,-379,0
-577,686,-386,0
-567,692,-374,0
-557,706,-380,0
-564,699,-379,0
-584,700,-402,0
-592,709,-408,0
-569,717,-398,0
-541,737,-376,0
-521,721,-371,0
-521,704,-372,0
-564,695,-374,0
-573,713,-374,0
-558,761,-378,0
-521,754,-378,0
-509,744,-369,0
-511,721,-375,0
-553,713,-377,0
-578,730,-391,0
-575,745,-374,0
-564,722,-350,0
-572,702,-347,0
-563,696,-360,0
-540,672,-373,0
-532,684,-382,0
-513,703,-384,0
-518,742,-386,0
-532,761,-378,0
-548,772,-389,0
-546,758,-372,0
-563,745,-359,0
-574,701,-372,0
-578,703,-384,0
-561,739,-395,0
-536,787,-389,0
-525,819,-370,0
-533,824,-342,0
-571,792,-341,0
-587,741,-381,0
-560,662,-401,0
-517,610,-362,0
-500,599,-340,0
-529,618,-355,0
-588,679,-396,0
-641,739,-389,0
-700,828,-323,0
-713,821,-305,0
-667,682,-320,0
-632,587,-327,0
-602,587,-331,0
-605,596,-315,0
-678,591,-280,0
-758,667,-311,0
-608,764,-291,0
-535,805,-323,0
-544,756,-310,0
-533,839,-270,0
-520,890,-258,0
-483,854,-270,0
-441,805,-285,0
-418,758,-258,0
-394,744,-229,0
-393,754,-232,0
-419,773,-248,0
-476,799,-282,0
-529,810,-306,0
-567,799,-317,0
-578,801,-307,0
-564,799,-312,0
-533,797,-310,0
-493,779,-308,0
-461,798,-322,0
-458,807,-325,0
-488,861,-347,0
-548,894,-457,0
-561,835,-538,0
-532,746,-463,0
-480,633,-433,0
-490,550,-471,0
-510,562,-499,0
-568,717,-443,0
-558,796,-403,0
-511,737,-383,0
-468,666,-389,0
-470,673,-355,0
-516,745,-311,0
-569,801,-303,0
-616,793,-315,0
-655,729,-341,0
-677,678,-402,0
-686,649,-381,0
-684,685,-352,0
-701,707,-390,0
-664,717,-427,0
-599,760,-450,0
-545,698,-384,0
-503,634,-351,0
-445,584,-345,0
-415,611,-343,0
-456,732,-344,0
-589,830,-354,0
-673,834,-368,0
-650,737,-360,0
-567,637,-351,0
-496,598,-316,0
-471,625,-285,0
-489,709,-299,0
-557,768,-320,0
-621,843,-336,0
-655,805,-346,0
-670,757,-363,0
-613,750,-352,0
-543,767,-301,0
-591,800,-381,0
-646,725,-510,0
-626,677,-477,0
-571,700,-398,0
-532,624,-379,0
-545,579,-430,0
-558,617,-446,0
-576,752,-363,0
-588,806,-305,0
-571,703,-318,0
-532,607,-355,0
-532,599,-361,0
-564,646,-369,0
-599,731,-413,0
-623,769,-428,0
-630,754,-456,0
-643,659,-460,0
-622,586,-432,0
-627,573,-480,0
-506,689,-539,0
-389,849,-468,0
-369,968,-481,0
-368,840,-514,0
-398,752,-505,0
-445,730,-457,0
-455,760,-387,0
-446,760,-378,0
-439,716,-416,0
-478,690,-439,0
-527,698,-447,0
-557,712,-446,0
-556,736,-433,0
-550,741,-420,0
-549,754,-402,0
-540,743,-379,0
-523,717,-348,0
-510,695,-338,0
-523,683,-320,0
-601,714,-374,0
-649,656,-366,0
-631,659,-301,0
-611,620,-308,0
-638,599,-348,0
-696,711,-406,0
-684,831,-395,0
-633,861,-312,0
-611,739,-306,0
-592,577,-305,0
-579,532,-306,0
-594,578,-281,0
-623,698,-277,0
-647,808,-332,0
-661,826,-395,0
-684,913,-445,0
-622,495,-241,0
-631,744,-293,0
-652,768,-283,0
-709,738,-245,0
-632,867,-216,0
-550,787,-243,0
-499,736,-223,0
-490,716,-226,0
-487,725,-218,0
-481,759,-205,0
-469,787,-206,0
-451,824,-217,0
-450,818,-227,0
-498,827,-249,0
-510,853,-229,0
-536,857,-232,0
-540,840,-220,0
-529,800,-219,0
-512,777,-234,0
-513,769,-221,0
-520,798,-218,0
-536,812,-209,0
-558,821,-203,0
-572,795,-210,0
-564,786,-202,0
-568,763,-212,0
-555,774,-203,0
-540,784,-196,0
-546,802,-195,0
-527,803,-182,0
-532,790,-190,0
-531,790,-172,0
-550,784,-190,0
-557,778,-195,0
-563,792,-212,0
-562,824,-231,0
-543,849,-254,0
-523,838,-272,0
-499,828,-252,0
-480,801,-241,0
-492,796,-252,0
-499,789,-259,0
-517,798,-268,0
-520,783,-280,0
-520,747,-286,0
-502,711,-286,0
-520,695,-293,0
-559,740,-283,0
-607,841,-266,0
-602,917,-240,0
-578,878,-242,0
-555,770,-254,0
-553,679,-259,0
-597,700,-263,0
-637,740,-242,0
-656,823,-237,0
-609,834,-281,0
-547,699,-306,0
-498,571,-309,0
-475,565,-257,0
-512,721,-233,0
-595,880,-233,0
-663,952,-228,0
-632,922,-243,0
-559,798,-246,0
-532,715,-238,0
-554,687,-215,0
-597,736,-175,0
-630,828,-207,0
-640,834,-213,0
-652,823,-194,0
-622,737,-205,0
-554,660,-231,0
-486,674,-231,0
-488,710,-185,0
-536,789,-174,0
-599,810,-197,0
-618,768,-195,0
-642,734,-217,0
-630,711,-224,0
-600,722,-239,0
-552,770,-241,0
-521,826,-231,0
-500,855,-222,0
-502,853,-202,0
-502,823,-208,0
-517,801,-216,0
-517,788,-218,0
-520,784,-218,0
-525,765,-218,0
-533,760,-223,0
-530,795,-229,0
-530,807,-231,0
-530,811,-228,0
-529,797,-230,0
-524,795,-241,0
-521,794,-242,0
-521,798,-250,0
-509,802,-248,0
-517,808,-245,0
-515,809,-233,0
-529,809,-230,0
-539,778,-244,0
-548,756,-256,0
-543,769,-246,0
-538,785,-257,0
-538,780,-257,0
-530,793,-259,0
-531,785,-268,0
-524,798,-261,0
-533,801,-274,0
-536,795,-266,0
-542,779,-266,0
-544,762,-273,0
-546,759,-270,0
-540,764,-270,0
-538,776,-267,0
-528,790,-278,0
-526,793,-275,0
-527,793,-269,0
-526,769,-264,0
-535,746,-260,0
-551,728,-273,0
-546,742,-275,0
-536,801,-292,0
-533,830,-291,0
-520,838,-284,0
-531,795,-275,0
-546,752,-278,0
-568,744,-282,0
-577,744,-258,0
-602,739,-276,0
-611,731,-288,0
-582,712,-297,0
-573,721,-304,0
-539,728,-315,0
-538,754,-320,0
-539,779,-297,0
-556,786,-301,0
-572,763,-314,0
-568,752,-320,0
-553,764,-320,0
-542,765,-318,0
-537,756,-317,0
-533,761,-309,0
-543,736,-301,0
-566,730,-295,0
-585,738,-293,0
-578,738,-291,0
-580,732,-300,0
-570,716,-310,0
-578,711,-319,0
-578,727,-332,0
-554,758,-307,0
-533,781,-303,0
-538,798,-312,0
-546,820,-301,0
-523,822,-276,0
-513,765,-262,0
-520,701,-278,0
-563,684,-293,0
-594,712,-317,0
-595,753,-325,0
-577,760,-341,0
-555,763,-349,0
-521,778,-331,0
-508,778,-317,0
-511,753,-327,0
-534,744,-343,0
-536,758,-338,0
-538,776,-336,0
-535,755,-335,0
-542,740,-337,0
-541,741,-325,0
-543,755,-315,0
-539,767,-331,0
-527,769,-340,0
-513,764,-334,0
-521,761,-317,0
-541,755,-312,0
-569,754,-331,0
-569,750,-341,0
-551,747,-327,0
-536,739,-317,0
-546,720,-311,0
-556,715,-322,0
-557,770,-328,0
-531,791,-325,0
-527,791,-311,0
-531,761,-302,0
-542,745,-295,0
-554,755,-289,0
-549,752,-292,0
-532,741,-309,0
-515,716,-314,0
-526,704,-327,0
-554,745,-341,0
-581,786,-367,0
-605,801,-391,0
-584,798,-395,0
-560,768,-363,0
-533,715,-370,0
-490,690,-356,0
-478,694,-332,0
-477,692,-302,0
-501,687,-306,0
-525,725,-340,0
-560,788,-366,0
-592,841,-378,0
-606,838,-358,0
-608,774,-337,0
-590,708,-317,0
-549,683,-320,0
-537,680,-311,0
-534,697,-309,0
-530,684,-325,0
-521,641,-348,0
-552,622,-399,0
-594,590,-470,0
-596,542,-471,0
-647,514,-473,0
-709,612,-513,0
-738,706,-576,0
-718,746,-554,0
-711,748,-485,0
-713,675,-486,0
-692,543,-488,0
-681,439,-476,0
-684,421,-475,0
-692,431,-464,0
-696,466,-470,0
-710,477,-485,0
-738,517,-470,0
-765,536,-459,0
-757,515,-429,0
-745,483,-408,0
-738,518,-484,0
-620,579,-559,0
-464,777,-624,0
-389,898,-608,0
-415,952,-534,0
-427,919,-501,0
-378,787,-439,0
-296,674,-357,0
-274,656,-356,0
-301,715,-356,0
-384,798,-371,0
-476,834,-381,0
-534,821,-377,0
-535,781,-356,0
-521,757,-368,0
-486,729,-333,0
-471,743,-332,0
-488,763,-338,0
-533,807,-360,0
-594,899,-382,0
-659,946,-351,0
-745,980,-410,0
-745,901,-623,0
-551,587,-610,0
-444,415,-497,0
-440,458,-429,0
-458,560,-310,0
-469,654,-322,0
-498,676,-357,0
-531,643,-363,0
-579,631,-360,0
-598,685,-316,0
-592,722,-278,0
-608,693,-306,0
-633,697,-362,0
-672,706,-415,0
-689,845,-433,0
-696,993,-386,0
-680,1034,-501,0
-544,820,-622,0
-331,599,-595,0
-226,588,-521,0
-263,668,-383,0
-486,646,-360,0
-639,621,-389,0
-569,663,-363,0
-457,677,-358,0
-409,660,-335,0
-412,659,-295,0
-476,707,-266,0
-544,803,-293,0
-627,837,-343,0
-718,874,-398,0
-764,937,-377,0
-834,955,-449,0
-814,805,-588,0
-653,559,-550,0
-576,383,-476,0
-563,332,-422,0
-561,427,-332,0
-528,528,-330,0
-536,575,-326,0
-595,610,-336,0
-624,580,-382,0
-614,595,-375,0
-621,680,-324,0
-644,733,-333,0
-628,769,-390,0
-617,827,-418,0
-644,940,-369,0
-743,1009,-432,0
-758,818,-609,0
-554,629,-637,0
-360,561,-590,0
-304,573,-493,0
-408,637,-401,0
-598,666,-341,0
-629,674,-314,0
-544,653,-311,0
-493,585,-341,0
-471,589,-340,0
-482,646,-308,0
-547,740,-307,0
-616,790,-333,0
-654,789,-361,0
-661,750,-362,0
-643,738,-308,0
-679,802,-324,0
-744,829,-489,0
-775,726,-514,0
-707,569,-414,0
-688,407,-434,0
-663,344,-431,0
-643,458,-388,0
-613,595,-346,0
-629,671,-301,0
-661,593,-339,0
-672,498,-385,0
-682,508,-385,0
-705,583,-345,0
-733,651,-366,0
-727,669,-397,0
-738,691,-415,0
-747,774,-437,0
-763,770,-524,0
-733,724,-584,0
-570,570,-477,0
-491,550,-494,0
-472,546,-461,0
-583,597,-403,0
-730,661,-379,0
-705,670,-344,0
-629,573,-362,0
-580,516,-379,0
-548,518,-364,0
-548,602,-357,0
-558,718,-369,0
-548,778,-374,0
-534,794,-362,0
-518,780,-347,0
-516,760,-340,0
-522,760,-342,0
-555,791,-337,0
-599,830,-309,0
-660,858,-293,0
-690,850,-329,0
-714,803,-430,0
-705,707,-449,0
-645,662,-406,0
-599,536,-369,0
-570,427,-441,0
-607,411,-459,0
-626,507,-386,0
-635,673,-325,0
-692,690,-253,0
-597,623,-337,0
-643,601,-305,0
-624,625,-271,0
-665,739,-226,0
-693,727,-207,0
-677,724,-218,0
-664,723,-226,0
-671,703,-237,0
-714,670,-275,0
-746,729,-249,0
-783,769,-270,0
-753,863,-284,0
-692,847,-316,0
-616,692,-300,0
-541,669,-277,0
-511,623,-281,0
-492,636,-226,0
-554,663,-185,0
-628,882,-113,0
-634,728,-96,0
-811,658,-178,0
-685,601,-157,0
-695,573,-195,0
-666,725,-200,0
-649,594,-156,0
-698,721,-130,0
-703,790,-88,0
-696,734,-103,0
-688,765,-83,0
-668,822,-68,0
-701,795,-43,0
-678,801,-109,0
-635,729,-121,0
-589,728,-63,0
-531,854,48,0
-631,805,83,0
-702,732,-224,0
-597,588,-196,0
-519,711,-209,0
-523,775,-177,0
-538,686,-292,0
-579,644,-209,0
-561,826,-275,0
-544,824,-385,0
-532,765,-384,0
-566,679,-326,0
-590,803,-370,0
-579,848,-451,0
-567,799,-406,0
-568,747,-368,0
-582,742,-457,0
-566,690,-455,0
-498,547,-360,0
-372,581,-470,0
-206,743,-525,0
-227,668,-422,0
-251,704,-528,0
-348,636,-547,0
-484,654,-553,0
-486,660,-597,0
-456,732,-624,0
-367,582,-593,0
-333,547,-568,0
-288,437,-651,0
-224,532,-711,0
-198,716,-696,0
-191,679,-608,0
-105,767,-669,0
-117,927,-601,0
-122,624,-739,0
-2,834,-713,0
-4,763,-434,0
123,826,-415,0
123,1138,-364,0
202,1015,-288,0
188,1180,-282,0
185,1048,-219,0
107,1120,-175,0
106,994,21,0
96,1120,104,0
80,964,207,0
94,959,249,0
114,904,343,0
179,635,402,0
